Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_snvScaled,nm1050_snvScaled,nm1200_snvScaled,nm1300_snvScaled,nm1450_snvScaled,nm1550_snvScaled,nm1650_snvScaled,nm1720_snvScaled
225,ON16,PLA,,,9/14/2024 11:37:20,802086.69,745767.19,460421.16,605683.25,378838.38,448671.34,299822.25,258710.2,,,,,,,,,,,,,,,,,,,,,,,,
226,ON16,PLA,,,9/14/2024 11:37:30,797521.75,740560.56,480634.25,619088.44,376507.31,428465.16,296787.25,260435.38,,,,,,,,,,,,,,,,,,,,,,,,
227,ON17,PLA,,,9/14/2024 11:37:40,756114.5,790947.37,455836.22,591698.63,360805.5,468653,355526.09,220419.23,,,,,,,,,,,,,,,,,,,,,,,,
228,ON17,PLA,,,9/14/2024 11:37:50,752094.94,792177,478897.03,587652.81,364932.19,462594,340974.38,220678,,,,,,,,,,,,,,,,,,,,,,,,
229,ON17,PLA,,,9/14/2024 11:38:00,775374.5,751160.81,463479.91,626404.81,401217.91,450860.59,296226.91,235275.16,,,,,,,,,,,,,,,,,,,,,,,,
230,ON17,PLA,,,9/14/2024 11:38:10,749705.94,753044.88,473713.47,632344.62,423989.56,472305.69,272936.53,221959.06,,,,,,,,,,,,,,,,,,,,,,,,
231,ON18,PLA,,,9/14/2024 11:38:20,725457.63,772435.88,483136.28,639108.94,383968.88,472719.47,322506.06,200666.92,,,,,,,,,,,,,,,,,,,,,,,,
232,ON18,PLA,,,9/14/2024 11:38:30,743289,770562.69,456349.84,632272.44,363923.59,486737.69,331939.19,214924.8,,,,,,,,,,,,,,,,,,,,,,,,
233,ON18,PLA,,,9/14/2024 11:38:40,768737.75,743665.81,460634.34,653931,373337.44,455924.91,295373.06,248396.25,,,,,,,,,,,,,,,,,,,,,,,,
234,ON18,PLA,,,9/14/2024 11:38:50,754946.69,752145.25,475674.5,644027.62,379818.75,470724.31,282108.91,240554.2,,,,,,,,,,,,,,,,,,,,,,,,
235,ON19,PLA,,,9/14/2024 11:39:00,739869.63,784722.19,463706.25,624821,352007.53,470457.5,340762.03,223654.03,,,,,,,,,,,,,,,,,,,,,,,,
236,ON19,PLA,,,9/14/2024 11:39:10,746064.31,780693.38,454520,628682.44,348718.97,474258.09,332368.03,234694.7,,,,,,,,,,,,,,,,,,,,,,,,
237,ON19,PLA,,,9/14/2024 11:39:20,770648.19,748645.88,461178.06,640083.69,383953.75,457360.09,299458.16,238672.13,,,,,,,,,,,,,,,,,,,,,,,,
238,ON19,PLA,,,9/14/2024 11:39:30,741316.06,738866.12,479953.06,653823.25,404998.37,488025.97,284988.66,208028.33,,,,,,,,,,,,,,,,,,,,,,,,
239,ON20,PLA,,,9/14/2024 11:39:40,750057.25,707939.75,461495.09,683934.13,405724.75,494150.91,289213.56,207484.95,,,,,,,,,,,,,,,,,,,,,,,,
240,ON20,PLA,,,9/14/2024 11:39:50,737852.06,698647.69,465887,650130.75,433657.94,558584.75,272602.19,182636.83,,,,,,,,,,,,,,,,,,,,,,,,
241,ON20,PLA,,,9/14/2024 11:40:00,617692.5,735499.62,536951.44,752106.31,472269,406222.75,257184.23,222074.22,,,,,,,,,,,,,,,,,,,,,,,,
242,ON20,PLA,,,9/14/2024 11:40:10,696299.5,644913.31,448959.84,759211.87,447386,531751.81,295848.63,175629.02,,,,,,,,,,,,,,,,,,,,,,,,
243,ON21,PLA,,,9/14/2024 11:40:20,775257.19,780978.31,473501.94,599046.81,359385.56,427152.19,333852.19,250825.53,,,,,,,,,,,,,,,,,,,,,,,,
244,ON21,PLA,,,9/14/2024 11:40:30,783657.31,779849.87,449553.56,597257.19,351308.41,438991.84,339315.59,260066.45,,,,,,,,,,,,,,,,,,,,,,,,
245,ON21,PLA,,,9/14/2024 11:40:40,779762.5,750992.94,482848.78,626644,376579.88,434747.91,296027.37,252396.64,,,,,,,,,,,,,,,,,,,,,,,,
246,ON21,PLA,,,9/14/2024 11:40:50,765706.12,752526.69,483194.28,630895.06,398096.44,445322.59,291074.59,233184.03,,,,,,,,,,,,,,,,,,,,,,,,
247,ON22,PLA,,,9/14/2024 11:41:00,776437.25,779839.69,464618.75,599433.81,353551.25,438846.28,337077.94,250194.77,,,,,,,,,,,,,,,,,,,,,,,,
248,ON22,PLA,,,9/14/2024 11:41:10,784999.56,776439.63,429007.72,597874.5,360545.34,458718.16,338176.94,254238.69,,,,,,,,,,,,,,,,,,,,,,,,
249,ON22,PLA,,,9/14/2024 11:41:20,805247.44,742561.87,446274.09,606214.38,382124.53,459442.56,297206.75,260928.55,,,,,,,,,,,,,,,,,,,,,,,,
250,ON22,PLA,,,9/14/2024 11:41:30,799115.13,737092.94,475856.31,615010,380523.88,444741.41,294728.59,252932.12,,,,,,,,,,,,,,,,,,,,,,,,
251,ON23,PLA,,,9/14/2024 11:41:40,783987.25,747665.13,455277.88,622140.81,390736.91,461529.66,294432.78,244229.56,,,,,,,,,,,,,,,,,,,,,,,,
252,ON23,PLA,,,9/14/2024 11:41:50,768665,737910.5,494964.66,657595.25,365856.72,428296.75,288924.5,257786.3,,,,,,,,,,,,,,,,,,,,,,,,
253,ON23,PLA,,,9/14/2024 11:42:00,753566.06,799445.63,470842.97,592454.19,347315.56,446438.78,351453.53,238482.88,,,,,,,,,,,,,,,,,,,,,,,,
254,ON23,PLA,,,9/14/2024 11:42:10,768158.19,790222.94,423457,592348.75,347417.81,471356.84,367407.19,239630.87,,,,,,,,,,,,,,,,,,,,,,,,
255,ON24,PLA,,,9/14/2024 11:42:20,660679.87,795390.5,466411,643776.25,342673,551420.94,346534.19,193114.12,,,,,,,,,,,,,,,,,,,,,,,,
256,ON24,PLA,,,9/14/2024 11:42:30,685092.94,745466.56,415689.44,712369.69,403954.25,520987.09,316088.13,200352.25,,,,,,,,,,,,,,,,,,,,,,,,
257,ON24,PLA,,,9/14/2024 11:42:40,774178.63,714650,449514.81,654501.63,402663.25,495840.19,286950.22,221701.63,,,,,,,,,,,,,,,,,,,,,,,,
258,ON24,PLA,,,9/14/2024 11:42:50,716661.69,709326.19,491495.59,688669.37,419406.38,514155.75,254941.41,205343.67,,,,,,,,,,,,,,,,,,,,,,,,
259,ON25,PLA,,,9/14/2024 11:43:00,762839.94,778295.12,465309.28,605852.31,378668.47,454602.06,327274.41,227158.58,,,,,,,,,,,,,,,,,,,,,,,,
260,ON25,PLA,,,9/14/2024 11:43:10,770118.75,785330.13,432689.47,594546.56,355528.41,468188.75,358795.41,234801.84,,,,,,,,,,,,,,,,,,,,,,,,
261,ON25,PLA,,,9/14/2024 11:43:20,779692.19,753443.75,483885.5,620692.31,379989.88,436269.78,297529.59,248496.47,,,,,,,,,,,,,,,,,,,,,,,,
262,ON25,PLA,,,9/14/2024 11:43:30,789360,748861.38,455818.91,619796.5,368506.16,461389.75,298194.94,258072.28,,,,,,,,,,,,,,,,,,,,,,,,
263,ON26,PLA,,,9/14/2024 11:43:40,871145.19,739236,334551.66,524963.25,381499.81,392147.22,407297.62,349159.37,,,,,,,,,,,,,,,,,,,,,,,,
264,ON26,PLA,,,9/14/2024 11:43:50,883926,697717.87,262327.97,493253.41,349955.25,453127.34,464642.28,395050.72,,,,,,,,,,,,,,,,,,,,,,,,
265,ON26,PLA,,,9/14/2024 11:44:00,915638.81,663220.25,300612.22,510961.19,396990.72,445657.34,382882,384037.94,,,,,,,,,,,,,,,,,,,,,,,,
266,ON26,PLA,,,9/14/2024 11:44:10,918865.69,644221.44,313330.66,512099.22,368218.19,455613.84,335185.78,452464.62,,,,,,,,,,,,,,,,,,,,,,,,
267,ON27,PLA,,,9/14/2024 11:44:20,751346.5,790775.06,485438.56,595439.69,361927.06,448051.66,344569,222452.75,,,,,,,,,,,,,,,,,,,,,,,,
268,ON27,PLA,,,9/14/2024 11:44:30,776996.81,780310.19,420203.31,591822.19,350400.91,482098.78,355937.69,242229.12,,,,,,,,,,,,,,,,,,,,,,,,
269,ON27,PLA,,,9/14/2024 11:44:40,790009.63,747152.81,462099.31,627154.31,376574.94,438640.09,297728.88,260640.73,,,,,,,,,,,,,,,,,,,,,,,,
270,ON27,PLA,,,9/14/2024 11:44:50,771143.62,751386.13,469502,631975.81,394063.41,451012.75,290917.34,239998.92,,,,,,,,,,,,,,,,,,,,,,,,
271,ON28,PLA,,,9/14/2024 11:45:00,764103.12,750034.56,484923.06,632861.44,393866.03,450680.69,298128.91,225402.17,,,,,,,,,,,,,,,,,,,,,,,,
272,ON28,PLA,,,9/14/2024 11:45:10,790975.56,752323.06,461919.97,609737.25,368255.5,461707.75,291229,263852.47,,,,,,,,,,,,,,,,,,,,,,,,
273,ON28,PLA,,,9/14/2024 11:45:20,725498.19,746934.19,473389.25,624912.69,471668.09,462342.44,353122.5,142132.75,,,,,,,,,,,,,,,,,,,,,,,,
274,ON28,PLA,,,9/14/2024 11:45:30,757430.69,767027.94,458474.59,600239.19,407480.75,472451.59,352417.75,184478.19,,,,,,,,,,,,,,,,,,,,,,,,
275,ON29,PLA,,,9/14/2024 11:45:40,770791.5,785752.13,430237,590724.5,349367.66,474526.13,362625.25,235975.36,,,,,,,,,,,,,,,,,,,,,,,,
276,ON29,PLA,,,9/14/2024 11:45:50,753286.38,781704.12,472192.06,603777.38,365302.06,467372.44,338729.34,217635.88,,,,,,,,,,,,,,,,,,,,,,,,
277,ON29,PLA,,,9/14/2024 11:46:00,782364.13,749984.19,467873.47,627961.25,379865.44,442367.94,299092.72,250491.14,,,,,,,,,,,,,,,,,,,,,,,,
278,ON29,PLA,,,9/14/2024 11:46:10,769112.88,752107.31,463178.84,633396.5,405022.81,449625.5,293017.31,234538.75,,,,,,,,,,,,,,,,,,,,,,,,
279,ON30,PLA,,,9/14/2024 11:46:20,775966.69,779141.25,451538.81,603677.81,373360.66,441817.09,325168.91,249328.3,,,,,,,,,,,,,,,,,,,,,,,,
280,ON30,PLA,,,9/14/2024 11:46:30,793818.13,774583.69,418377.47,592275,358871.56,458479.78,339795.59,263798.38,,,,,,,,,,,,,,,,,,,,,,,,
281,ON30,PLA,,,9/14/2024 11:46:40,807543.12,742063.87,439247.03,608623.31,378638.59,456921.19,305701.66,261261.38,,,,,,,,,,,,,,,,,,,,,,,,
282,ON30,PLA,,,9/14/2024 11:46:50,798153.56,740752.25,476211,616899,372282.25,437935.22,300825.66,256941.94,,,,,,,,,,,,,,,,,,,,,,,,
283,ON31,PLA,,,9/14/2024 11:47:00,796208.88,772308.94,417437.03,598878.81,337450.28,454684.78,343026.09,280004.97,,,,,,,,,,,,,,,,,,,,,,,,
284,ON31,PLA,,,9/14/2024 11:47:10,782544.81,782024.31,455830.53,594920.5,345226.88,435243.97,342081.09,262127.28,,,,,,,,,,,,,,,,,,,,,,,,
285,ON31,PLA,,,9/14/2024 11:47:20,794541.75,734180.25,452133.97,634175.69,379152.25,454144.22,297101.13,254570.69,,,,,,,,,,,,,,,,,,,,,,,,
286,ON31,PLA,,,9/14/2024 11:47:30,767960.69,736676.13,469197.16,651380.62,400826.53,450605.91,296643.44,226709.77,,,,,,,,,,,,,,,,,,,,,,,,
287,ON32,PLA,,,9/14/2024 11:47:40,771549,775955.37,466395.34,606379.06,367279.41,444227.62,327227.59,240985.67,,,,,,,,,,,,,,,,,,,,,,,,
288,ON32,PLA,,,9/14/2024 11:47:50,779963.69,773237.5,433798.78,603330.37,371370.47,462372.84,332803.09,243123.22,,,,,,,,,,,,,,,,,,,,,,,,
289,ON32,PLA,,,9/14/2024 11:48:00,781936.31,746187.94,477745.66,632333.5,379157.19,433891.59,297918.81,250829.48,,,,,,,,,,,,,,,,,,,,,,,,
290,ON32,PLA,,,9/14/2024 11:48:10,765490.88,750645.19,478781.94,633104.56,396122.16,451644.75,295332.75,228878.13,,,,,,,,,,,,,,,,,,,,,,,,
291,ON33,PLA,,,9/14/2024 11:48:20,756079.19,764457.44,405204.81,623437.38,381600.84,512232.13,341602.09,215386.3,,,,,,,,,,,,,,,,,,,,,,,,
292,ON33,PLA,,,9/14/2024 11:48:30,746088.5,778826.44,448281.5,633579.25,371323.63,466078.09,327017.78,228804.61,,,,,,,,,,,,,,,,,,,,,,,,
293,ON33,PLA,,,9/14/2024 11:48:40,780038.63,738267.25,455187.06,639121.81,389284.47,463901.47,293537.53,240661.92,,,,,,,,,,,,,,,,,,,,,,,,
294,ON33,PLA,,,9/14/2024 11:48:50,775120.62,730164.31,480212.38,650089.06,385646.63,449940.44,294663.84,234163.3,,,,,,,,,,,,,,,,,,,,,,,,
295,ON34,PLA,,,9/14/2024 11:49:00,798977.06,737856.19,449168.25,624507.81,374124.88,457812.78,293728.72,263824.44,,,,,,,,,,,,,,,,,,,,,,,,
296,ON34,PLA,,,9/14/2024 11:49:10,765327.25,738430.37,466972.87,651139.25,399457.44,458611.31,290249.91,229811.91,,,,,,,,,,,,,,,,,,,,,,,,
297,ON34,PLA,,,9/14/2024 11:49:20,744620.56,775443.06,417975.97,626931.25,334801.34,498276.5,387396.88,214554.06,,,,,,,,,,,,,,,,,,,,,,,,
298,ON34,PLA,,,9/14/2024 11:49:30,731446.19,797426.25,449064.41,632393.94,408999.44,426550.75,325878.59,228239.8,,,,,,,,,,,,,,,,,,,,,,,,
299,ON35,PLA,,,9/14/2024 11:49:40,754683.06,792989.25,471104.34,599410.63,365480.84,437760.81,351760.06,226811.09,,,,,,,,,,,,,,,,,,,,,,,,
300,ON35,PLA,,,9/14/2024 11:49:50,768789.81,781769.81,448839.84,600712,363790.25,462149.34,336227.66,237720.7,,,,,,,,,,,,,,,,,,,,,,,,
301,ON35,PLA,,,9/14/2024 11:50:00,778314.5,749868.75,485891,620490.38,390256.66,441170.25,292606.84,241401.42,,,,,,,,,,,,,,,,,,,,,,,,
302,ON35,PLA,,,9/14/2024 11:50:10,760971.88,745928.44,481093.78,636871.56,403851.94,459396.97,289859,222026.45,,,,,,,,,,,,,,,,,,,,,,,,
303,ON36,PLA,,,9/14/2024 11:50:20,756464,773954,467903.84,625435.44,359218.44,454212.31,331048.62,231763.78,,,,,,,,,,,,,,,,,,,,,,,,
304,ON36,PLA,,,9/14/2024 11:50:30,766572.75,769622.5,432128.31,630573.06,360004.28,465189.84,331829.81,244080.02,,,,,,,,,,,,,,,,,,,,,,,,
305,ON36,PLA,,,9/14/2024 11:50:40,768726,742088.81,472701.25,651401.25,385394.66,443984.38,294814.56,240888.8,,,,,,,,,,,,,,,,,,,,,,,,
306,ON36,PLA,,,9/14/2024 11:50:50,749762.19,744340.63,466917.53,649969.44,411783.91,473830.75,287447.72,215947.45,,,,,,,,,,,,,,,,,,,,,,,,
307,ON37,PLA,,,9/14/2024 11:51:00,752619.44,792522.31,447123.59,607700.06,351101.41,450335.41,373527.44,225070.45,,,,,,,,,,,,,,,,,,,,,,,,
308,ON37,PLA,,,9/14/2024 11:51:10,759388.06,785876.56,441962.06,601665.38,370549.47,466465.59,353029.78,221062.91,,,,,,,,,,,,,,,,,,,,,,,,
309,ON37,PLA,,,9/14/2024 11:51:20,786175,746864.5,456263.84,629075.13,396238.66,436539.19,306232.47,242611.16,,,,,,,,,,,,,,,,,,,,,,,,
310,ON37,PLA,,,9/14/2024 11:51:30,770963.12,747402.31,474018.41,631994,398486.03,453114.31,289331.69,234690.47,,,,,,,,,,,,,,,,,,,,,,,,
311,ON38,PLA,,,9/14/2024 11:51:40,740062.62,783128.81,445640.34,639261.25,395271.87,452841.84,307988.63,235804.75,,,,,,,,,,,,,,,,,,,,,,,,
312,ON38,PLA,,,9/14/2024 11:51:50,746050.19,779013.56,449919.63,635156.13,357162.09,473593.59,315196.88,243907.58,,,,,,,,,,,,,,,,,,,,,,,,
313,ON38,PLA,,,9/14/2024 11:52:00,754441,753641.5,486389.91,641275.25,386122.66,457433.47,284177.66,236518.36,,,,,,,,,,,,,,,,,,,,,,,,
314,ON38,PLA,,,9/14/2024 11:52:10,747194.31,751101.37,467275.72,660890.56,382177.37,466061.44,286958.84,238340.17,,,,,,,,,,,,,,,,,,,,,,,,
315,ON39,PLA,,,9/14/2024 11:52:20,891549,721191.38,366781.38,496140.09,347678.5,406779.59,413506.25,356373.19,,,,,,,,,,,,,,,,,,,,,,,,
316,ON39,PLA,,,9/14/2024 11:52:30,888956.81,721185.38,371533.66,509244.5,355340,401508.72,406766.41,345465.22,,,,,,,,,,,,,,,,,,,,,,,,
317,ON39,PLA,,,9/14/2024 11:52:40,906691.19,684548.38,386614.22,534267.56,354097.28,368482.06,368744.03,396554.81,,,,,,,,,,,,,,,,,,,,,,,,
318,ON39,PLA,,,9/14/2024 11:52:50,868340,714522.75,355492.09,584127.69,397643.28,384354.78,356151.63,339368.16,,,,,,,,,,,,,,,,,,,,,,,,
319,ON43,TPU,,,9/14/2024 11:53:00,763126.31,773515.13,471886.91,652316.25,379229.03,319833.28,328746.94,311346.31,,,,,,,,,,,,,,,,,,,,,,,,
320,ON43,TPU,,,9/14/2024 11:53:10,765855.87,772071.63,475829.41,645081.88,390457.25,325222.25,334939.09,290541.81,,,,,,,,,,,,,,,,,,,,,,,,
321,ON43,TPU,,,9/14/2024 11:53:20,758919.69,793358.06,465155.25,629735.44,377199.09,337103,350168.41,288360.78,,,,,,,,,,,,,,,,,,,,,,,,
322,ON43,TPU,,,9/14/2024 11:53:30,769604.06,788733.94,459693.09,624716.31,376381.63,338312.31,348307.94,294250.91,,,,,,,,,,,,,,,,,,,,,,,,
323,ON42,TPU,,,9/14/2024 11:53:40,779767.5,785240.5,478067,603208.69,392060,329382.81,336902.88,295370.94,,,,,,,,,,,,,,,,,,,,,,,,
324,ON42,TPU,,,9/14/2024 11:53:50,775370.88,804118.88,483965.5,577803.13,370771.66,333831.94,352070.06,302067.94,,,,,,,,,,,,,,,,,,,,,,,,
325,ON42,TPU,,,9/14/2024 11:54:00,781793.19,792268.56,488961.16,585786,371631.88,324611,348927.34,306020.72,,,,,,,,,,,,,,,,,,,,,,,,
326,ON42,TPU,,,9/14/2024 11:54:10,769151.5,796284.25,481273.41,601272.25,386502.56,332704,337422.5,295389.88,,,,,,,,,,,,,,,,,,,,,,,,
327,ON41,TPU,,,9/14/2024 11:54:20,776267.5,806298.69,480036.25,574157.88,369997.31,334568.25,356163.56,302510.25,,,,,,,,,,,,,,,,,,,,,,,,
328,ON41,TPU,,,9/14/2024 11:54:30,777593.31,801945.06,485705.62,577446.31,370380.94,329694.09,351196.59,306038,,,,,,,,,,,,,,,,,,,,,,,,
329,ON41,TPU,,,9/14/2024 11:54:40,758906.75,794580.25,494523.12,607629.69,397403.37,332451.66,336184,278321.22,,,,,,,,,,,,,,,,,,,,,,,,
330,ON41,TPU,,,9/14/2024 11:54:50,776347,794427.13,485535.25,593792.31,375204.34,321947.5,339967.09,312779.16,,,,,,,,,,,,,,,,,,,,,,,,
331,ON40,TPU,,,9/14/2024 11:55:00,768482.5,796335.56,501755.47,591895.62,373828.72,329124.94,344024.44,294552.59,,,,,,,,,,,,,,,,,,,,,,,,
332,ON40,TPU,,,9/14/2024 11:55:10,767312.62,799321.19,507655.69,583780,375227.59,328677.75,345850.56,292174.16,,,,,,,,,,,,,,,,,,,,,,,,
333,ON40,TPU,,,9/14/2024 11:55:20,769323.44,793391.31,486628.44,600285,383305.47,350301.44,337440.91,279324.25,,,,,,,,,,,,,,,,,,,,,,,,
334,ON40,TPU,,,9/14/2024 11:55:30,762398.75,785942.69,510909.19,610192.81,386139,326202.03,332264.44,285951.22,,,,,,,,,,,,,,,,,,,,,,,,
335,calibration,calibration,,calibration,9/14/2024 11:55:40,291029.69,576057.94,480592.31,729570.38,736201.31,625589.5,211473.78,349480,,,,,,,,,,,,,,,,,,,,,,,,
336,calibration,calibration,,calibration,9/14/2024 11:55:50,295755.44,566666.81,486648.5,732103.56,735430.75,627737.25,209561.3,346083.66,,,,,,,,,,,,,,,,,,,,,,,,
337,calibration,calibration,,calibration,9/14/2024 11:56:00,306840.56,581264.75,525559.12,725620.5,723559.13,624643.94,246648.03,265851.38,,,,,,,,,,,,,,,,,,,,,,,,
338,calibration,calibration,,calibration,9/14/2024 11:56:10,263848.41,551942.13,485752.5,732782.19,746870.25,633643.69,258713.61,326451.31,,,,,,,,,,,,,,,,,,,,,,,,